#EXPORTTYPE:DATA ALL
#FILE:CF-A_1000-ash.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ASCII
#IDENTITY:CF-A_1000-ash
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:
#DATE/TIME:08.10.2024 15:04
#CORR. FILE:blanc_1000_air.ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:---
#LABORATORY:IJL
#OPERATOR:TS
#REMARK:
#SAMPLE:CF-A_1000-ash
#SAMPLE MASS /mg:4.28
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:DTA/TG crucible Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:37›C/15,0(K/min)/1000›C/00:00/1000›C/
#SEGMENT:S1-2/2
#SEG. 1:37›C/15,0(K/min)/1000›C
#SEG. 2:1000›C/00:30/1000›C

##Temp./›C;Time/min;Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Segment
  31.06100; 0.00000;100.00000;50.00000;40.00000;1
  31.04500; 0.01000;100.00000;50.00000;40.00000;1
  31.07300; 0.02000;100.00000;50.00000;40.00000;1
  31.05700; 0.03000; 99.95327;50.00000;40.00000;1
  31.05700; 0.04000; 99.95327;50.00000;40.00000;1
  31.06100; 0.05000; 99.95327;50.00000;40.00000;1
  31.06900; 0.06000; 99.95327;50.00000;40.00000;1
  31.05800; 0.07000; 99.95327;50.00000;40.00000;1
  31.06000; 0.08000; 99.95327;50.00000;40.00000;1
  31.06000; 0.09000; 99.95327;50.00000;40.00000;1
  31.05700; 0.10000; 99.95327;50.00000;40.00000;1
  31.05900; 0.11000; 99.95327;50.00000;40.00000;1
  31.04700; 0.12000; 99.95327;50.00000;40.00000;1
  31.05900; 0.13000; 99.95327;50.00000;40.00000;1
  31.06200; 0.14000; 99.95327;50.00000;40.00000;1
  31.05400; 0.15000; 99.95327;50.00000;40.00000;1
  31.05300; 0.16000; 99.95327;50.00000;40.00000;1
  31.06200; 0.17000; 99.95327;50.00000;40.00000;1
  31.05400; 0.18000; 99.95327;50.00000;40.00000;1
  31.06300; 0.19000;100.00000;50.00000;40.00000;1
  31.06600; 0.20000;100.00000;50.00000;40.00000;1
  31.07100; 0.21000;100.00000;50.00000;40.00000;1
  31.06000; 0.22000;100.00000;50.00000;40.00000;1
  31.06600; 0.23000; 99.95327;50.00000;40.00000;1
  31.06800; 0.24000;100.00000;50.00000;40.00000;1
  31.07000; 0.25000;100.00000;50.00000;40.00000;1
  31.08100; 0.26000;100.00000;50.00000;40.00000;1
  31.06900; 0.27000;100.00000;50.00000;40.00000;1
  31.07900; 0.28000;100.02336;50.00000;40.00000;1
  31.09800; 0.29000;100.00000;50.00000;40.00000;1
  31.09800; 0.30000;100.02336;50.00000;40.00000;1
  31.09900; 0.31000; 99.97664;50.00000;40.00000;1
  31.11000; 0.32000;100.02336;50.00000;40.00000;1
  31.12300; 0.33000;100.04673;50.00000;40.00000;1
  31.12900; 0.34000;100.04673;50.00000;40.00000;1
  31.13500; 0.35000;100.04673;50.00000;40.00000;1
  31.15000; 0.36000;100.04673;50.00000;40.00000;1
  31.16000; 0.37000;100.07009;50.00000;40.00000;1
  31.17700; 0.38000;100.04673;50.00000;40.00000;1
  31.18400; 0.39000;100.07009;50.00000;40.00000;1
  31.19600; 0.40000;100.09346;50.00000;40.00000;1
  31.21600; 0.41000;100.14019;50.00000;40.00000;1
  31.22800; 0.42000;100.11682;50.00000;40.00000;1
  31.24300; 0.43000;100.16355;50.00000;40.00000;1
  31.27100; 0.44000;100.16355;50.00000;40.00000;1
  31.28400; 0.45000;100.21028;50.00000;40.00000;1
  31.29600; 0.46000;100.21028;50.00000;40.00000;1
  31.30200; 0.47000;100.25701;50.00000;40.00000;1
  31.33600; 0.48000;100.28037;50.00000;40.00000;1
  31.36300; 0.49000;100.30374;50.00000;40.00000;1
  31.37500; 0.50000;100.35047;50.00000;40.00000;1
  31.40100; 0.51000;100.37383;50.00000;40.00000;1
  31.42600; 0.52000;100.39720;50.00000;40.00000;1
  31.44400; 0.53000;100.39720;50.00000;40.00000;1
  31.46400; 0.54000;100.39720;50.00000;40.00000;1
  31.50000; 0.55000;100.46729;50.00000;40.00000;1
  31.51900; 0.56000;100.44393;50.00000;40.00000;1
  31.55400; 0.57000;100.53738;50.00000;40.00000;1
  31.58400; 0.58000;100.51402;50.00000;40.00000;1
  31.61800; 0.59000;100.53738;50.00000;40.00000;1
  31.63000; 0.60000;100.56075;50.00000;40.00000;1
  31.66700; 0.61000;100.58411;50.00000;40.00000;1
  31.69700; 0.62000;100.58411;50.00000;40.00000;1
  31.72100; 0.63000;100.65421;50.00000;40.00000;1
  31.75100; 0.64000;100.65421;50.00000;40.00000;1
  31.79200; 0.65000;100.67757;50.00000;40.00000;1
  31.82200; 0.66000;100.67757;50.00000;40.00000;1
  31.85400; 0.67000;100.70093;50.00000;40.00000;1
  31.90100; 0.68000;100.72430;50.00000;40.00000;1
  31.92400; 0.69000;100.72430;50.00000;40.00000;1
  31.96400; 0.70000;100.74766;50.00000;40.00000;1
  32.00200; 0.71000;100.79439;50.00000;40.00000;1
  32.04700; 0.72000;100.77103;50.00000;40.00000;1
  32.08600; 0.73000;100.84112;50.00000;40.00000;1
  32.11600; 0.74000;100.81776;50.00000;40.00000;1
  32.16800; 0.75000;100.84112;50.00000;40.00000;1
  32.21800; 0.76000;100.86449;50.00000;40.00000;1
  32.24800; 0.77000;100.86449;50.00000;40.00000;1
  32.28500; 0.78000;100.88785;50.00000;40.00000;1
  32.33400; 0.79000;100.88785;50.00000;40.00000;1
  32.37100; 0.80000;100.91122;50.00000;40.00000;1
  32.41600; 0.81000;100.91122;50.00000;40.00000;1
  32.47800; 0.82000;100.95794;50.00000;40.00000;1
  32.50600; 0.83000;100.95794;50.00000;40.00000;1
  32.55300; 0.84000;101.00467;50.00000;40.00000;1
  32.59700; 0.85000;100.98131;50.00000;40.00000;1
  32.65500; 0.86000;101.00467;50.00000;40.00000;1
  32.69100; 0.87000;101.02804;50.00000;40.00000;1
  32.75000; 0.88000;101.02804;50.00000;40.00000;1
  32.79600; 0.89000;101.07477;50.00000;40.00000;1
  32.84500; 0.90000;101.02804;50.00000;40.00000;1
  32.90400; 0.91000;101.05140;50.00000;40.00000;1
  32.94900; 0.92000;101.05140;50.00000;40.00000;1
  32.99500; 0.93000;101.07477;50.00000;40.00000;1
  33.03000; 0.94000;101.07477;50.00000;40.00000;1
  33.10900; 0.95000;101.07477;50.00000;40.00000;1
  33.17800; 0.96000;101.09813;50.00000;40.00000;1
  33.21700; 0.97000;101.09813;50.00000;40.00000;1
  33.26100; 0.98000;101.12150;50.00000;40.00000;1
  33.31800; 0.99000;101.12150;50.00000;40.00000;1
  33.37000; 1.00000;101.16822;50.00000;40.00000;1
  33.42900; 1.01000;101.14486;50.00000;40.00000;1
  33.50000; 1.02000;101.14486;50.00000;40.00000;1
  33.55700; 1.03000;101.16822;50.00000;40.00000;1
  33.60600; 1.04000;101.16822;50.00000;40.00000;1
  33.68200; 1.05000;101.21495;50.00000;40.00000;1
  33.72700; 1.06000;101.19159;50.00000;40.00000;1
  33.79200; 1.07000;101.21495;50.00000;40.00000;1
  33.86800; 1.08000;101.19159;50.00000;40.00000;1
  33.91000; 1.09000;101.23832;50.00000;40.00000;1
  33.96000; 1.10000;101.21495;50.00000;40.00000;1
  34.04000; 1.11000;101.26168;50.00000;40.00000;1
  34.09300; 1.12000;101.26168;50.00000;40.00000;1
  34.16100; 1.13000;101.26168;50.00000;40.00000;1
  34.23100; 1.14000;101.30841;50.00000;40.00000;1
  34.28700; 1.15000;101.30841;50.00000;40.00000;1
  34.35500; 1.16000;101.30841;50.00000;40.00000;1
  34.42000; 1.17000;101.30841;50.00000;40.00000;1
  34.48800; 1.18000;101.30841;50.00000;40.00000;1
  34.54900; 1.19000;101.35514;50.00000;40.00000;1
  34.61300; 1.20000;101.37850;50.00000;40.00000;1
  34.69000; 1.21000;101.37850;50.00000;40.00000;1
  34.75400; 1.22000;101.37850;50.00000;40.00000;1
  34.82100; 1.23000;101.40187;50.00000;40.00000;1
  34.89400; 1.24000;101.42523;50.00000;40.00000;1
  34.95600; 1.25000;101.37850;50.00000;40.00000;1
  35.03400; 1.26000;101.44860;50.00000;40.00000;1
  35.11600; 1.27000;101.47196;50.00000;40.00000;1
  35.18900; 1.28000;101.47196;50.00000;40.00000;1
  35.25100; 1.29000;101.47196;50.00000;40.00000;1
  35.32200; 1.30000;101.49533;50.00000;40.00000;1
  35.40300; 1.31000;101.54206;50.00000;40.00000;1
  35.48200; 1.32000;101.51869;50.00000;40.00000;1
  35.55000; 1.33000;101.54206;50.00000;40.00000;1
  35.61500; 1.34000;101.51869;50.00000;40.00000;1
  35.70700; 1.35000;101.56542;50.00000;40.00000;1
  35.79700; 1.36000;101.56542;50.00000;40.00000;1
  35.86300; 1.37000;101.56542;50.00000;40.00000;1
  35.93600; 1.38000;101.58879;50.00000;40.00000;1
  36.00400; 1.39000;101.58878;50.00000;40.00000;1
  36.09100; 1.40000;101.58878;50.00000;40.00000;1
  36.16000; 1.41000;101.61215;50.00000;40.00000;1
  36.27000; 1.42000;101.63551;50.00000;40.00000;1
  36.33000; 1.43000;101.58879;50.00000;40.00000;1
  36.41200; 1.44000;101.63551;50.00000;40.00000;1
  36.50000; 1.45000;101.58879;50.00000;40.00000;1
  36.57800; 1.46000;101.63551;50.00000;40.00000;1
  36.64800; 1.47000;101.65888;50.00000;40.00000;1
  36.73700; 1.48000;101.63551;50.00000;40.00000;1
  36.82500; 1.49000;101.65888;50.00000;40.00000;1
  36.92100; 1.50000;101.63551;50.00000;40.00000;1
  36.99200; 1.51000;101.68224;50.00000;40.00000;1
  37.08200; 1.52000;101.63551;50.00000;40.00000;1
  37.17700; 1.53000;101.68224;50.00000;40.00000;1
  37.26600; 1.54000;101.70561;50.00000;40.00000;1
  37.34800; 1.55000;101.70561;50.00000;40.00000;1
  37.44300; 1.56000;101.68224;50.00000;40.00000;1
  37.53400; 1.57000;101.68224;50.00000;40.00000;1
  37.60500; 1.58000;101.70561;50.00000;40.00000;1
  37.70800; 1.59000;101.70561;50.00000;40.00000;1
  37.80500; 1.60000;101.70561;50.00000;40.00000;1
  37.86800; 1.61000;101.72897;50.00000;40.00000;1
  37.97900; 1.62000;101.72897;50.00000;40.00000;1
  38.06300; 1.63000;101.72897;50.00000;40.00000;1
  38.15400; 1.64000;101.72897;50.00000;40.00000;1
  38.26700; 1.65000;101.72897;50.00000;40.00000;1
  38.35400; 1.66000;101.77570;50.00000;40.00000;1
  38.45400; 1.67000;101.75234;50.00000;40.00000;1
  38.53700; 1.68000;101.75234;50.00000;40.00000;1
  38.63300; 1.69000;101.72897;50.00000;40.00000;1
  38.73800; 1.70000;101.75234;50.00000;40.00000;1
  38.82900; 1.71000;101.72897;50.00000;40.00000;1
  38.91900; 1.72000;101.75234;50.00000;40.00000;1
  39.02500; 1.73000;101.75234;50.00000;40.00000;1
  39.12200; 1.74000;101.77570;50.00000;40.00000;1
  39.22300; 1.75000;101.75234;50.00000;40.00000;1
  39.32500; 1.76000;101.75234;50.00000;40.00000;1
  39.42800; 1.77000;101.77570;50.00000;40.00000;1
  39.52500; 1.78000;101.75234;50.00000;40.00000;1
  39.62400; 1.79000;101.79907;50.00000;40.00000;1
  39.72800; 1.80000;101.79907;50.00000;40.00000;1
  39.82600; 1.81000;101.79907;50.00000;40.00000;1
  39.93300; 1.82000;101.79907;50.00000;40.00000;1
  40.02900; 1.83000;101.79907;50.00000;40.00000;1
  40.14300; 1.84000;101.79907;50.00000;40.00000;1
  40.24200; 1.85000;101.75234;50.00000;40.00000;1
  40.34300; 1.86000;101.75234;50.00000;40.00000;1
  40.45200; 1.87000;101.77570;50.00000;40.00000;1
  40.55900; 1.88000;101.75234;50.00000;40.00000;1
  40.67900; 1.89000;101.75234;50.00000;40.00000;1
  40.78100; 1.90000;101.77570;50.00000;40.00000;1
  40.88600; 1.91000;101.82243;50.00000;40.00000;1
  40.98400; 1.92000;101.77570;50.00000;40.00000;1
  41.09600; 1.93000;101.79907;50.00000;40.00000;1
  41.21100; 1.94000;101.77570;50.00000;40.00000;1
  41.32200; 1.95000;101.75234;50.00000;40.00000;1
  41.41900; 1.96000;101.75234;50.00000;40.00000;1
  41.52900; 1.97000;101.77570;50.00000;40.00000;1
  41.65900; 1.98000;101.82243;50.00000;40.00000;1
  41.75300; 1.99000;101.77570;50.00000;40.00000;1
  41.87400; 2.00000;101.75234;50.00000;40.00000;1
  41.98500; 2.01000;101.77570;50.00000;40.00000;1
  42.09600; 2.02000;101.79907;50.00000;40.00000;1
  42.20500; 2.03000;101.79907;50.00000;40.00000;1
  42.32500; 2.04000;101.75234;50.00000;40.00000;1
  42.44000; 2.05000;101.77570;50.00000;40.00000;1
  42.55500; 2.06000;101.79907;50.00000;40.00000;1
  42.67400; 2.07000;101.77570;50.00000;40.00000;1
  42.78100; 2.08000;101.77570;50.00000;40.00000;1
  42.90300; 2.09000;101.79907;50.00000;40.00000;1
  43.01100; 2.10000;101.79907;50.00000;40.00000;1
  43.12600; 2.11000;101.82243;50.00000;40.00000;1
  43.25700; 2.12000;101.77570;50.00000;40.00000;1
  43.36200; 2.13000;101.79907;50.00000;40.00000;1
  43.48700; 2.14000;101.79907;50.00000;40.00000;1
  43.60600; 2.15000;101.79907;50.00000;40.00000;1
  43.72300; 2.16000;101.84579;50.00000;40.00000;1
  43.84700; 2.17000;101.79907;50.00000;40.00000;1
  43.96500; 2.18000;101.77570;50.00000;40.00000;1
  44.09200; 2.19000;101.79907;50.00000;40.00000;1
  44.21300; 2.20000;101.79907;50.00000;40.00000;1
  44.33700; 2.21000;101.77570;50.00000;40.00000;1
  44.44800; 2.22000;101.82243;50.00000;40.00000;1
  44.58100; 2.23000;101.77570;50.00000;40.00000;1
  44.70900; 2.24000;101.77570;50.00000;40.00000;1
  44.81900; 2.25000;101.79907;50.00000;40.00000;1
  44.95400; 2.26000;101.79907;50.00000;40.00000;1
  45.06600; 2.27000;101.79907;50.00000;40.00000;1
  45.19900; 2.28000;101.79907;50.00000;40.00000;1
  45.32900; 2.29000;101.77570;50.00000;40.00000;1
  45.45700; 2.30000;101.77570;50.00000;40.00000;1
  45.58300; 2.31000;101.79907;50.00000;40.00000;1
  45.70100; 2.32000;101.77570;50.00000;40.00000;1
  45.82800; 2.33000;101.77570;50.00000;40.00000;1
  45.95800; 2.34000;101.82243;50.00000;40.00000;1
  46.09100; 2.35000;101.77570;50.00000;40.00000;1
  46.21600; 2.36000;101.75234;50.00000;40.00000;1
  46.34500; 2.37000;101.75234;50.00000;40.00000;1
  46.47300; 2.38000;101.77570;50.00000;40.00000;1
  46.60600; 2.39000;101.75234;50.00000;40.00000;1
  46.74400; 2.40000;101.75234;50.00000;40.00000;1
  46.86300; 2.41000;101.77570;50.00000;40.00000;1
  47.00700; 2.42000;101.72897;50.00000;40.00000;1
  47.12500; 2.43000;101.75234;50.00000;40.00000;1
  47.26200; 2.44000;101.75234;50.00000;40.00000;1
  47.38800; 2.45000;101.72897;50.00000;40.00000;1
  47.52300; 2.46000;101.77570;50.00000;40.00000;1
  47.65400; 2.47000;101.75234;50.00000;40.00000;1
  47.79000; 2.48000;101.72897;50.00000;40.00000;1
  47.91600; 2.49000;101.77570;50.00000;40.00000;1
  48.05400; 2.50000;101.75234;50.00000;40.00000;1
  48.18200; 2.51000;101.75234;50.00000;40.00000;1
  48.30700; 2.52000;101.77570;50.00000;40.00000;1
  48.48000; 2.53000;101.75234;50.00000;40.00000;1
  48.59900; 2.54000;101.77570;50.00000;40.00000;1
  48.74600; 2.55000;101.77570;50.00000;40.00000;1
  48.87100; 2.56000;101.75234;50.00000;40.00000;1
  49.01100; 2.57000;101.79907;50.00000;40.00000;1
  49.15800; 2.58000;101.77570;50.00000;40.00000;1
  49.27800; 2.59000;101.75234;50.00000;40.00000;1
  49.42500; 2.60000;101.79907;50.00000;40.00000;1
  49.54900; 2.61000;101.77570;50.00000;40.00000;1
  49.69900; 2.62000;101.75234;50.00000;40.00000;1
  49.84000; 2.63000;101.77570;50.00000;40.00000;1
  49.96400; 2.64000;101.79907;50.00000;40.00000;1
  50.11800; 2.65000;101.79907;50.00000;40.00000;1
  50.27100; 2.66000;101.77570;50.00000;40.00000;1
  50.40000; 2.67000;101.75234;50.00000;40.00000;1
  50.53300; 2.68000;101.75234;50.00000;40.00000;1
  50.67700; 2.69000;101.79907;50.00000;40.00000;1
  50.82600; 2.70000;101.77570;50.00000;40.00000;1
  50.97000; 2.71000;101.77570;50.00000;40.00000;1
  51.11800; 2.72000;101.79907;50.00000;40.00000;1
  51.24700; 2.73000;101.75234;50.00000;40.00000;1
  51.39900; 2.74000;101.75234;50.00000;40.00000;1
  51.53300; 2.75000;101.79907;50.00000;40.00000;1
  51.68400; 2.76000;101.75234;50.00000;40.00000;1
  51.82700; 2.77000;101.77570;50.00000;40.00000;1
  51.96600; 2.78000;101.77570;50.00000;40.00000;1
  52.12500; 2.79000;101.75234;50.00000;40.00000;1
  52.26100; 2.80000;101.77570;50.00000;40.00000;1
  52.40900; 2.81000;101.77570;50.00000;40.00000;1
  52.55100; 2.82000;101.75234;50.00000;40.00000;1
  52.70500; 2.83000;101.77570;50.00000;40.00000;1
  52.85700; 2.84000;101.75234;50.00000;40.00000;1
  52.99500; 2.85000;101.77570;50.00000;40.00000;1
  53.14800; 2.86000;101.77570;50.00000;40.00000;1
  53.29400; 2.87000;101.72897;50.00000;40.00000;1
  53.44600; 2.88000;101.77570;50.00000;40.00000;1
  53.59100; 2.89000;101.77570;50.00000;40.00000;1
  53.73500; 2.90000;101.77570;50.00000;40.00000;1
  53.89600; 2.91000;101.77570;50.00000;40.00000;1
  54.03000; 2.92000;101.77570;50.00000;40.00000;1
  54.19000; 2.93000;101.75234;50.00000;40.00000;1
  54.33900; 2.94000;101.77570;50.00000;40.00000;1
  54.49700; 2.95000;101.77570;50.00000;40.00000;1
  54.64500; 2.96000;101.77570;50.00000;40.00000;1
  54.78800; 2.97000;101.79907;50.00000;40.00000;1
  54.95300; 2.98000;101.79907;50.00000;40.00000;1
  55.09000; 2.99000;101.75234;50.00000;40.00000;1
  55.23600; 3.00000;101.79907;50.00000;40.00000;1
  55.40200; 3.01000;101.79907;50.00000;40.00000;1
  55.54100; 3.02000;101.75234;50.00000;40.00000;1
  55.69900; 3.03000;101.79907;50.00000;40.00000;1
  55.86500; 3.04000;101.77570;50.00000;40.00000;1
  56.02500; 3.05000;101.77570;50.00000;40.00000;1
  56.16400; 3.06000;101.75234;50.00000;40.00000;1
  56.32500; 3.07000;101.77570;50.00000;40.00000;1
  56.47800; 3.08000;101.77570;50.00000;40.00000;1
  56.62000; 3.09000;101.77570;50.00000;40.00000;1
  56.78200; 3.10000;101.77570;50.00000;40.00000;1
  56.93700; 3.11000;101.77570;50.00000;40.00000;1
  57.09900; 3.12000;101.77570;50.00000;40.00000;1
  57.25800; 3.13000;101.77570;50.00000;40.00000;1
  57.41000; 3.14000;101.75234;50.00000;40.00000;1
  57.56300; 3.15000;101.79907;50.00000;40.00000;1
  57.72100; 3.16000;101.79907;50.00000;40.00000;1
  57.87300; 3.17000;101.79907;50.00000;40.00000;1
  58.02000; 3.18000;101.75234;50.00000;40.00000;1
  58.19500; 3.19000;101.75234;50.00000;40.00000;1
  58.35800; 3.20000;101.79907;50.00000;40.00000;1
  58.50500; 3.21000;101.75234;50.00000;40.00000;1
  58.67800; 3.22000;101.75234;50.00000;40.00000;1
  58.83200; 3.23000;101.77570;50.00000;40.00000;1
  58.98100; 3.24000;101.77570;50.00000;40.00000;1
  59.14300; 3.25000;101.75234;50.00000;40.00000;1
  59.30600; 3.26000;101.77570;50.00000;40.00000;1
  59.46200; 3.27000;101.75234;50.00000;40.00000;1
  59.61900; 3.28000;101.75234;50.00000;40.00000;1
  59.79900; 3.29000;101.75234;50.00000;40.00000;1
  59.95200; 3.30000;101.75234;50.00000;40.00000;1
  60.10500; 3.31000;101.72897;50.00000;40.00000;1
  60.25400; 3.32000;101.72897;50.00000;40.00000;1
  60.44700; 3.33000;101.75234;50.00000;40.00000;1
  60.59700; 3.34000;101.70561;50.00000;40.00000;1
  60.74700; 3.35000;101.70561;50.00000;40.00000;1
  60.91200; 3.36000;101.72897;50.00000;40.00000;1
  61.09100; 3.37000;101.72897;50.00000;40.00000;1
  61.25300; 3.38000;101.72897;50.00000;40.00000;1
  61.40500; 3.39000;101.72897;50.00000;40.00000;1
  61.57300; 3.40000;101.70561;50.00000;40.00000;1
  61.74600; 3.41000;101.70561;50.00000;40.00000;1
  61.91100; 3.42000;101.72897;50.00000;40.00000;1
  62.06400; 3.43000;101.72897;50.00000;40.00000;1
  62.22600; 3.44000;101.70561;50.00000;40.00000;1
  62.40100; 3.45000;101.70561;50.00000;40.00000;1
  62.56100; 3.46000;101.68224;50.00000;40.00000;1
  62.73300; 3.47000;101.72897;50.00000;40.00000;1
  62.90000; 3.48000;101.72897;50.00000;40.00000;1
  63.06800; 3.49000;101.70561;50.00000;40.00000;1
  63.22500; 3.50000;101.70561;50.00000;40.00000;1
  63.40400; 3.51000;101.72897;50.00000;40.00000;1
  63.55400; 3.52000;101.68224;50.00000;40.00000;1
  63.73100; 3.53000;101.68224;50.00000;40.00000;1
  63.90000; 3.54000;101.68224;50.00000;40.00000;1
  64.06000; 3.55000;101.68224;50.00000;40.00000;1
  64.21700; 3.56000;101.70561;50.00000;40.00000;1
  64.40600; 3.57000;101.70561;50.00000;40.00000;1
  64.56000; 3.58000;101.68224;50.00000;40.00000;1
  64.74200; 3.59000;101.68224;50.00000;40.00000;1
  64.90300; 3.60000;101.65888;50.00000;40.00000;1
  65.06800; 3.61000;101.65888;50.00000;40.00000;1
  65.23400; 3.62000;101.68224;50.00000;40.00000;1
  65.39600; 3.63000;101.68224;50.00000;40.00000;1
  65.58400; 3.64000;101.68224;50.00000;40.00000;1
  65.74500; 3.65000;101.65888;50.00000;40.00000;1
  65.92600; 3.66000;101.65888;50.00000;40.00000;1
  66.08100; 3.67000;101.65888;50.00000;40.00000;1
  66.26200; 3.68000;101.65888;50.00000;40.00000;1
  66.43500; 3.69000;101.65888;50.00000;40.00000;1
  66.60200; 3.70000;101.65888;50.00000;40.00000;1
  66.76700; 3.71000;101.61215;50.00000;40.00000;1
  66.93100; 3.72000;101.65888;50.00000;40.00000;1
  67.10700; 3.73000;101.65888;50.00000;40.00000;1
  67.26700; 3.74000;101.65888;50.00000;40.00000;1
  67.45600; 3.75000;101.61215;50.00000;40.00000;1
  67.61700; 3.76000;101.61215;50.00000;40.00000;1
  67.80700; 3.77000;101.65888;50.00000;40.00000;1
  67.96800; 3.78000;101.63551;50.00000;40.00000;1
  68.13600; 3.79000;101.65888;50.00000;40.00000;1
  68.31900; 3.80000;101.65888;50.00000;40.00000;1
  68.48900; 3.81000;101.65888;50.00000;40.00000;1
  68.65000; 3.82000;101.65888;50.00000;40.00000;1
  68.81500; 3.83000;101.63551;50.00000;40.00000;1
  68.99900; 3.84000;101.65888;50.00000;40.00000;1
  69.17300; 3.85000;101.63551;50.00000;40.00000;1
  69.34600; 3.86000;101.63551;50.00000;40.00000;1
  69.52100; 3.87000;101.63551;50.00000;40.00000;1
  69.70100; 3.88000;101.63551;50.00000;40.00000;1
  69.87600; 3.89000;101.65888;50.00000;40.00000;1
  70.05100; 3.90000;101.63551;50.00000;40.00000;1
  70.21700; 3.91000;101.68224;50.00000;40.00000;1
  70.38700; 3.92000;101.68224;50.00000;40.00000;1
  70.58000; 3.93000;101.65888;50.00000;40.00000;1
  70.74400; 3.94000;101.65888;50.00000;40.00000;1
  70.92300; 3.95000;101.63551;50.00000;40.00000;1
  71.09700; 3.96000;101.63551;50.00000;40.00000;1
  71.26900; 3.97000;101.68224;50.00000;40.00000;1
  71.44300; 3.98000;101.63551;50.00000;40.00000;1
  71.62600; 3.99000;101.63551;50.00000;40.00000;1
  71.78800; 4.00000;101.63551;50.00000;40.00000;1
  71.96700; 4.01000;101.63551;50.00000;40.00000;1
  72.14700; 4.02000;101.68224;50.00000;40.00000;1
  72.32500; 4.03000;101.68224;50.00000;40.00000;1
  72.50300; 4.04000;101.65888;50.00000;40.00000;1
  72.66600; 4.05000;101.65888;50.00000;40.00000;1
  72.86200; 4.06000;101.65888;50.00000;40.00000;1
  73.03600; 4.07000;101.68224;50.00000;40.00000;1
  73.21100; 4.08000;101.68224;50.00000;40.00000;1
  73.38000; 4.09000;101.65888;50.00000;40.00000;1
  73.55100; 4.10000;101.65888;50.00000;40.00000;1
  73.74400; 4.11000;101.65888;50.00000;40.00000;1
  73.91300; 4.12000;101.68224;50.00000;40.00000;1
  74.09800; 4.13000;101.68224;50.00000;40.00000;1
  74.27200; 4.14000;101.68224;50.00000;40.00000;1
  74.45100; 4.15000;101.65888;50.00000;40.00000;1
  74.63700; 4.16000;101.65888;50.00000;40.00000;1
  74.80200; 4.17000;101.65888;50.00000;40.00000;1
  74.98600; 4.18000;101.63551;50.00000;40.00000;1
  75.16500; 4.19000;101.63551;50.00000;40.00000;1
  75.33800; 4.20000;101.65888;50.00000;40.00000;1
  75.51600; 4.21000;101.63551;50.00000;40.00000;1
  75.70100; 4.22000;101.63551;50.00000;40.00000;1
  75.88400; 4.23000;101.65888;50.00000;40.00000;1
  76.06300; 4.24000;101.63551;50.00000;40.00000;1
  76.23700; 4.25000;101.63551;50.00000;40.00000;1
  76.40600; 4.26000;101.61215;50.00000;40.00000;1
  76.60100; 4.27000;101.63551;50.00000;40.00000;1
  76.78400; 4.28000;101.63551;50.00000;40.00000;1
  76.96800; 4.29000;101.61215;50.00000;40.00000;1
  77.14100; 4.30000;101.61215;50.00000;40.00000;1
  77.33000; 4.31000;101.61215;50.00000;40.00000;1
  77.50000; 4.32000;101.61215;50.00000;40.00000;1
  77.69200; 4.33000;101.56542;50.00000;40.00000;1
  77.86600; 4.34000;101.56542;50.00000;40.00000;1
  78.03900; 4.35000;101.58879;50.00000;40.00000;1
  78.22300; 4.36000;101.58879;50.00000;40.00000;1
  78.41700; 4.37000;101.58879;50.00000;40.00000;1
  78.58900; 4.38000;101.58879;50.00000;40.00000;1
  78.78800; 4.39000;101.63551;50.00000;40.00000;1
  78.96000; 4.40000;101.58879;50.00000;40.00000;1
  79.14500; 4.41000;101.58879;50.00000;40.00000;1
  79.30700; 4.42000;101.58879;50.00000;40.00000;1
  79.49700; 4.43000;101.58879;50.00000;40.00000;1
  79.69000; 4.44000;101.58879;50.00000;40.00000;1
  79.86600; 4.45000;101.58879;50.00000;40.00000;1
  80.04000; 4.46000;101.54206;50.00000;40.00000;1
  80.23500; 4.47000;101.58878;50.00000;40.00000;1
  80.41700; 4.48000;101.58878;50.00000;40.00000;1
  80.58000; 4.49000;101.58878;50.00000;40.00000;1
  80.77400; 4.50000;101.58878;50.00000;40.00000;1
  80.95200; 4.51000;101.54206;50.00000;40.00000;1
  81.14000; 4.52000;101.54206;50.00000;40.00000;1
  81.32800; 4.53000;101.51869;50.00000;40.00000;1
  81.51100; 4.54000;101.56542;50.00000;40.00000;1
  81.69300; 4.55000;101.56542;50.00000;40.00000;1
  81.87600; 4.56000;101.54206;50.00000;40.00000;1
  82.04900; 4.57000;101.54206;50.00000;40.00000;1
  82.24200; 4.58000;101.54206;50.00000;40.00000;1
  82.43300; 4.59000;101.51869;50.00000;40.00000;1
  82.61400; 4.60000;101.51869;50.00000;40.00000;1
