Filename:	C:\Program Files (x86)\PerkinElmer\TGA Surfdrive\TGA Data\HS006_600C.tg8d 
Operator ID:	 
Sample ID:	HS006_600C 
Comment: 	 
Serial Number:	526B17062606 
Data Collected:	6-3-2025 13:24:30 
Sample Weight:	5.881 mg 
Display Weight:	5.881 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files (x86)\PerkinElmer\Pyris\Calibrations\20241217  HS.tg8c 
Date/Time:	17-12-2024 16:37:06 
Initial Conditions 
Temperature:	 30.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	16077 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
1)	Hold for 20.0 min at 30.00°C 
 
2)	Heat from 30.00°C to 300.00°C at 10.00°C/min 
		Switch External Channel 6 to On 
			Action occurs Immediately 
 
3)	Heat from 300.00°C to 600.00°C at 10.00°C/min 
		Switch the Gas to Nitrogen at 25.0 ml/min  
			Action occurs Immediately 
 
4)	Hold for 60.0 min at 600.00°C 
 
5)	Hold for 30.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
 
6)	Hold for 60.0 min at 600.00°C 
		Switch External Channel 5 to On 
			Action occurs Immediately 
		Switch the Gas to Argon at 5.0 ml/min  
			Action occurs Immediately 
 
7)	Hold for 10.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
		Switch External Channel 5 to Off 
			Action occurs Immediately 
 
8)	Cool from 600.00°C to 50.00°C at 50.00°C/min 
		Switch External Channel 6 to Off 
			Action occurs Immediately 
 
9)	Hold for 20.0 min at 50.00°C 
 
1) TGA Isothermal 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Sample     	Balance      
	          	Weight     	Weight     	Temperature	Temperature	Purge Flow	Purge Flow 
	1.250000	5.816317	0.000000	30.000000	29.690000	25.000000	74.900000 
	1.266667	5.815988	0.000000	30.000000	29.730000	25.000000	74.900000 
	1.283333	5.815660	0.000000	30.000000	29.770000	25.000000	74.900000 
	1.300000	5.815368	0.000000	30.000000	29.810000	25.000000	74.900000 
	1.316667	5.815039	0.000000	30.000000	29.840000	25.000000	74.900000 
	1.333333	5.814747	0.000000	30.000000	29.880000	25.000000	75.000000 
	1.350000	5.814419	0.000000	30.000000	29.910000	25.000000	74.900000 
	1.366667	5.814090	0.000000	30.000000	29.940000	25.000000	74.900000 
	1.383333	5.813762	0.000000	30.000000	29.970000	25.000000	74.900000 
	1.400000	5.813470	0.000000	30.000000	29.990000	25.000000	74.900000 
	1.416667	5.813105	0.000000	30.000000	30.000000	25.000000	74.800000 
	1.433333	5.812813	0.000000	30.000000	30.020000	25.000000	74.900000 
	1.450000	5.812521	0.000000	30.000000	30.040000	25.000000	74.900000 
	1.466667	5.812229	0.000000	30.000000	30.060000	25.000000	74.800000 
	1.483333	5.811937	0.000000	30.000000	30.070000	25.000000	74.800000 
	1.500000	5.811681	0.000000	30.000000	30.070000	25.000000	74.900000 
	1.516667	5.811389	0.000000	30.000000	30.080000	25.000000	74.900000 
	1.533333	5.811134	0.000000	30.000000	30.090000	25.000000	74.800000 
	1.550000	5.810842	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.566667	5.810550	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.583333	5.810258	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.600000	5.809966	0.000000	30.000000	30.110000	25.000000	74.900000 
	1.616667	5.809674	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.633333	5.809382	0.000000	30.000000	30.110000	25.000000	74.900000 
	1.650000	5.809090	0.000000	30.000000	30.110000	25.000000	74.900000 
	1.666667	5.808798	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.683333	5.808542	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.700000	5.808250	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.716667	5.807958	0.000000	30.000000	30.100000	25.000000	74.900000 
	1.733333	5.807666	0.000000	30.000000	30.090000	25.000000	74.900000 
	1.750000	5.807374	0.000000	30.000000	30.090000	25.000000	74.900000 
	1.766667	5.807082	0.000000	30.000000	30.080000	25.000000	74.900000 
	1.783333	5.806790	0.000000	30.000000	30.070000	25.000000	74.900000 
	1.800000	5.806462	0.000000	30.000000	30.070000	25.000000	74.900000 
	1.816667	5.806133	0.000000	30.000000	30.060000	25.000000	74.900000 
	1.833333	5.805841	0.000000	30.000000	30.050000	25.000000	74.900000 
	1.850000	5.805586	0.000000	30.000000	30.050000	25.000000	74.900000 
	1.866667	5.805294	0.000000	30.000000	30.040000	25.000000	74.900000 
	1.883333	5.805002	0.000000	30.000000	30.030000	25.000000	74.900000 
	1.900000	5.804710	0.000000	30.000000	30.020000	25.000000	74.900000 
	1.916667	5.804418	0.000000	30.000000	30.010000	25.000000	74.900000 
